template,quantidade,designer,data,hora
ALTAS HORAS CHROMA VOLTA JA,4,jbillard,26/04/2024,07:33
CONVERSA COM BIAL TARJA CONVIDADO,2,mnathan,26/04/2024,19:53
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,26/04/2024,20:50
VERTICAL LETTERING SESSAO DA TARDE,1,mnathan,26/04/2024,21:36
VERTICAL LETTERING NOME,4,jbarao,26/04/2024,23:55
ENCONTRO FOTO CONVIDADO,1,jbarao,27/04/2024,19:35
ENCONTRO FOTO CONVIDADO,1,jbillard,29/04/2024,12:24
OS OUTROS RODAPE PROLOGO,1,jbillard,29/04/2024,16:14
CONVERSA COM BIAL RODAPE CONVIDADO,2,mnathan,29/04/2024,22:03
CONVERSA COM BIAL RODAPE CONVIDADO,2,mnathan,29/04/2024,22:06
ALTAS HORAS CARTAO INFO,2,jbillard,30/04/2024,10:05
ALTAS HORAS RODAPE CONVIDADO,6,jbillard,30/04/2024,14:06
VERTICAL LETTERING NOME,1,jbarao,30/04/2024,18:47
BRASILEIRAO CONFRONTO,1,tiamar,30/04/2024,19:30
CONVERSA COM BIAL RODAPE CONVIDADO,6,jbarao,30/04/2024,20:35
BRASILEIRAO CONFRONTO,1,mnathan,30/04/2024,21:17
BRASILEIRAO CONFRONTO,1,mnathan,30/04/2024,21:19
BRASILEIRAO CONFRONTO,1,mnathan,30/04/2024,21:25
BRASILEIRAO CONFRONTO,1,mnathan,30/04/2024,21:27
BRASILEIRAO CONFRONTO,1,tiamar,30/04/2024,21:39
VERTICAL LETTERING NOME,2,grodriguez,30/04/2024,21:57
VERTICAL LETTERING NOME,2,jbarao,02/05/2024,17:51
ENCONTRO FOTO CONVIDADO,1,jbillard,03/05/2024,14:58
VERTICAL LETTERING ATRACAO,3,grodriguez,03/05/2024,20:27
VERTICAL FILME SESSAO DA TARDE,1,grodriguez,03/05/2024,20:44
VERTICAL LETTERING ATRACAO,2,grodriguez,03/05/2024,20:50
VERTICAL LETTERING DIA HORA,1,grodriguez,03/05/2024,20:54
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,06/05/2024,17:56
VERTICAL FILME SESSAO DA TARDE,1,jbarao,06/05/2024,17:57
VERTICAL LETTERING DIA HORA,3,jbarao,06/05/2024,22:40
VERTICAL LETTERING DIA HORA,3,jbarao,07/05/2024,19:38
VERTICAL LETTERING DIA HORA,12,jbarao,07/05/2024,19:40
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,07/05/2024,22:17
BRASILEIRAO CONFRONTO,1,jbarao,08/05/2024,21:44
CONVERSA COM BIAL TARJA CONVIDADO,2,tiamar,08/05/2024,22:23
ALTAS HORAS CARTAO INFO,1,tiamar,08/05/2024,22:25
CONVERSA COM BIAL TARJA CONVIDADO,2,mnathan,09/05/2024,11:37
VERTICAL LETTERING DIA HORA,1,mnathan,09/05/2024,13:41
VERTICAL LETTERING ATRACAO,2,jbarao,09/05/2024,16:36
VERTICAL LETTERING DIA HORA,2,jbarao,09/05/2024,16:42
VERTICAL FILME SESSAO DA TARDE,2,grodriguez,10/05/2024,20:06
VERTICAL FILME SESSAO DA TARDE,1,grodriguez,13/05/2024,20:14
VERTICAL LETTERING ATRACAO,3,jbarao,14/05/2024,17:08
CONVERSA COM BIAL TARJA CONVIDADO,4,jbarao,14/05/2024,21:03
VERTICAL LETTERING ATRACAO,2,jbarao,15/05/2024,22:27
VERTICAL LETTERING DIA HORA,4,jbarao,15/05/2024,22:37
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,16/05/2024,22:03
VERTICAL LETTERING ATRACAO,4,grodriguez,17/05/2024,20:04
VERTICAL LETTERING DIA HORA,1,grodriguez,17/05/2024,20:09
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,17/05/2024,22:16
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,21/05/2024,18:17
ALTAS HORAS RODAPE CONVIDADO,12,jbarao,21/05/2024,21:41
CONVERSA COM BIAL TARJA CONVIDADO,2,mnathan,22/05/2024,13:07
VERTICAL LETTERING ATRACAO,11,grodriguez,22/05/2024,21:57
VERTICAL LETTERING ATRACAO,2,grodriguez,22/05/2024,22:08
ALTAS HORAS RODAPE CONVIDADO,12,jbarao,24/05/2024,20:49
RENASCER LETTERING INFO,1,jbarao,25/05/2024,10:44
BRASILEIRAO CONFRONTO,1,jbarao,25/05/2024,19:12
VERTICAL FILME SESSAO DA TARDE,1,grodriguez,27/05/2024,19:37
VERTICAL FILME SESSAO DA TARDE,1,grodriguez,27/05/2024,20:50
VERTICAL FILME SESSAO DA TARDE,1,mnathan,28/05/2024,09:02
VERTICAL LETTERING ATRACAO,1,jbarao,28/05/2024,21:15
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,28/05/2024,21:19
VERTICAL FILME SESSAO DA TARDE,1,mnathan,29/05/2024,13:11
VERTICAL FILME SESSAO DA TARDE,1,mnathan,29/05/2024,13:12
VERTICAL LETTERING DIA HORA,10,grodriguez,29/05/2024,23:11
ALTAS HORAS RODAPE CONVIDADO,8,jbillard,05/06/2024,15:29
BRASILEIRAO CONFRONTO,2,jbillard,05/06/2024,15:32
CALDEIRAO CARTAO SERVICO,2,jbillard,05/06/2024,15:36
VERTICAL FILME SESSAO DA TARDE,1,grodriguez,06/05/2024,20:45
ALTAS HORAS RODAPE CONVIDADO,14,jbarao,06/06/2024,00:14
ALTAS HORAS CARTAO INFO,1,jbarao,06/06/2024,00:17
CONVERSA COM BIAL TARJA CONVIDADO,4,crvianna,06/06/2024,09:13
CONVERSA COM BIAL TARJA CONVIDADO,2,crlima,06/06/2024,09:14
ALTAS HORAS CHROMA VOLTA JA,1,crlima,06/06/2024,09:16
DOMINGAO FOTO CONVIDADO,1,crvianna,06/06/2024,09:46
ALTAS HORAS CHROMA VOLTA JA,4,jbillard,06/06/2024,10:54
ENCONTRO FOTO CONVIDADO,1,crlima,06--24,24:17
ALTAS HORAS RODAPE CONVIDADO,4,jbillard,06/06/2024,14:15
ENCONTRO FOTO CONVIDADO,1,jbillard,07/06/2024,11:00
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,07/06/2024,18:40
BRASILEIRAO CONFRONTO,1,tiamar,07/06/2024,23:25
BRASILEIRAO CONFRONTO,1,tiamar,07/06/2024,23:27
ENCONTRO FOTO CONVIDADO,1,jbillard,11/06/2024,12:38
ENCONTRO FOTO CONVIDADO,2,jbillard,11/06/2024,12:42
FUTEBOL INTEGRADA,1,jbillard,11/06/2024,13:26
CONVERSA COM BIAL TARJA CONVIDADO,6,jbarao,11/06/2024,18:48
VERTICAL LETTERING ATRACAO,2,jbarao,11/06/2024,20:12
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,11/06/2024,20:24
VERTICAL LETTERING ATRACAO,1,jbarao,11/06/2024,21:29
BRASILEIRAO CONFRONTO,1,tiamar,11/06/2024,23:34
ENCONTRO FOTO CONVIDADO,1,jbarao,12/06/2024,18:28
VERTICAL LETTERING ATRACAO,1,grodriguez,12/06/2024,19:24
CONVERSA COM BIAL TARJA CONVIDADO,4,jbarao,12/06/2024,20:45
ENCONTRO FOTO CONVIDADO,1,jbillard,13/06/2024,12:28
CONVERSA COM BIAL TARJA CONVIDADO,2,mnathan,13/06/2024,15:43
CONVERSA COM BIAL TARJA CONVIDADO,1,mnathan,13/06/2024,15:45
CONVERSA COM BIAL TARJA CONVIDADO,2,mnathan,13/06/2024,15:50
CONVERSA COM BIAL TARJA CONVIDADO,2,mnathan,13/06/2024,15:51
CONVERSA COM BIAL TARJA CONVIDADO,1,mnathan,13/06/2024,15:56
VERTICAL LETTERING ATRACAO,1,mnathan,13/06/2024,16:36
VERTICAL LETTERING ATRACAO,1,mnathan,13/06/2024,16:41
ALTAS HORAS RODAPE CONVIDADO,12,jbarao,13/06/2024,19:17
VERTICAL LETTERING ATRACAO,1,mnathan,14/06/2024,11:38
ALTAS HORAS CARTAO INFO,1,mnathan,14/06/2024,11:41
ALTAS HORAS CARTAO INFO,1,mnathan,14/06/2024,11:44
ALTAS HORAS CARTAO INFO,1,mnathan,14/06/2024,11:53
VERTICAL LETTERING ATRACAO,1,mnathan,14/06/2024,24:21
ALTAS HORAS CARTAO INFO,1,mnathan,14/06/2024,24:43
CONVERSA COM BIAL TARJA CONVIDADO,4,jbarao,14/06/2024,18:42
VERTICAL FILME SESSAO DA TARDE,1,grodriguez,14/06/2024,19:59
BRASILEIRAO CONFRONTO,1,tiamar,14/06/2024,20:53
VERTICAL FILME SESSAO DA TARDE,1,jbarao,14/06/2024,21:23
BRASILEIRAO CONFRONTO,1,jbarao,15/06/2024,12:07
ENCONTRO FOTO CONVIDADO,1,jbarao,17/06/2024,18:25
BRASILEIRAO CONFRONTO,1,jbarao,18/06/2024,21:08
BRASILEIRAO CONFRONTO,1,jbarao,18/06/2024,21:40
BRASILEIRAO CONFRONTO,1,tiamar,18/06/2024,22:05
GLOBO REPORTER LETTERING INFO,1,jbillard,19/06/2024,08:08
ENCONTRO FOTO CONVIDADO,1,crvianna,19/06/2024,11:02
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,19/06/2024,17:32
ALTAS HORAS CHROMA VOLTA JA,4,jbillard,20/06/2024,08:08
ENCONTRO FOTO CONVIDADO,2,jbillard,20/06/2024,13:12
CONVERSA COM BIAL TARJA CONVIDADO,2,mnathan,20/06/2024,14:36
VERTICAL LETTERING ATRACAO,1,mnathan,20/06/2024,14:37
TARDES DE SABADO LETTERING ATRACAO,1,mnathan,20/06/2024,14:38
CALDEIRAO CARTAO SERVICO,1,mnathan,20/06/2024,14:39
CONVERSA COM BIAL TARJA CONVIDADO,2,tiamar,20/06/2024,20:31
CONVERSA COM BIAL TARJA CONVIDADO,2,tiamar,20/06/2024,20:32
CONVERSA COM BIAL TARJA CONVIDADO,2,tiamar,20/06/2024,20:34
VERTICAL LETTERING ATRACAO,2,jbarao,21/06/2024,18:16
CONVERSA COM BIAL TARJA CONVIDADO,4,jbarao,21/06/2024,21:45
ENCONTRO FOTO CONVIDADO,1,grodriguez,21/06/2024,22:23
ENCONTRO FOTO CONVIDADO,1,grodriguez,21/06/2024,22:43
BRASILEIRAO CONFRONTO,1,crvianna,23/06/2024,16:01
VERTICAL LETTERING ATRACAO,1,jbarao,24/06/2024,19:38
VERTICAL LETTERING DIA HORA,18,jbarao,24/06/2024,19:46
RENASCER LETTERING INFO,1,jbillard,25/06/2024,08:12
CONVERSA COM BIAL TARJA CONVIDADO,1,jbillard,25/06/2024,15:24
CONVERSA COM BIAL TARJA CONVIDADO,6,jbillard,25/06/2024,15:28
BRASILEIRAO CONFRONTO,1,jbarao,25/06/2024,19:12
BRASILEIRAO CONFRONTO,1,jbarao,25/06/2024,19:14
ALTAS HORAS CARTAO INFO,1,jbarao,25/06/2024,19:18
ALTAS HORAS RODAPE CONVIDADO,14,tiamar,25/06/2024,21:49
ALTAS HORAS RODAPE CONVIDADO,16,tiamar,25/06/2024,21:56
INTEGRADA PATROCINADORES FUTEBOL 2024,1,jbillard,26/06/2024,12:35
VERTICAL LETTERING ATRACAO,6,jbillard,26/06/2024,13:36
GLOBO ESPORTE RODAPE INFO,6,jbillard,26/06/2024,14:30
GLOBO ESPORTE RODAPE INFO,8,jbillard,26/06/2024,14:32
VERTICAL FILME SESSAO DA TARDE,1,grodriguez,26/06/2024,19:44
VERTICAL FILME SESSAO DA TARDE,1,grodriguez,26/06/2024,19:44
BRASILEIRAO CONFRONTO,1,grodriguez,26/06/2024,20:21
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,26/06/2024,23:57
ENCONTRO FOTO CONVIDADO,1,crvianna,27/06/2024,11:26
ENCONTRO FOTO CONVIDADO,1,crvianna,27/06/2024,11:28
ENCONTRO FOTO CONVIDADO,1,crvianna,27/06/2024,11:50
VERTICAL LETTERING ATRACAO,2,grodriguez,27/06/2024,20:04
BRASILEIRAO CONFRONTO,1,jbarao,27/06/2024,20:45
VERTICAL LETTERING ATRACAO,2,jbarao,27/06/2024,21:05
VERTICAL LETTERING ATRACAO,1,jbillard,28/06/2024,07:23
VERTICAL LETTERING ATRACAO,1,jbillard,28/06/2024,07:29
CONVERSA COM BIAL TARJA CONVIDADO,2,crvianna,06/28/2024,24:36
CONVERSA COM BIAL TARJA CONVIDADO,2,crvianna,06/28/2024,24:40
CONVERSA COM BIAL TARJA CONVIDADO,2,crvianna,06/28/2024,24:42
CONVERSA COM BIAL TARJA CONVIDADO,1,crvianna,06/28/2024,24:44
CONVERSA COM BIAL TARJA CONVIDADO,1,crvianna,06/28/2024,24:55
VERTICAL FILME SESSAO DA TARDE,1,mnathan,06/28/2024,13:49
BRASILEIRAO CONFRONTO,1,grodriguez,06/28/2024,19:32
BRASILEIRAO CONFRONTO,1,jbillard,01/07/2024,11:17
VERTICAL LETTERING ATRACAO,1,grodriguez,01/07/2024,19:00
ENCONTRO FOTO CONVIDADO,1,jbillard,02/07/2024,11:41
INTEGRADA PATROCINADORES FUTEBOL 2024,1,jbillard,02/07/2024,12:57
ENCONTRO FOTO CONVIDADO,2,jbillard,03/07/2024,12:58
BRASILEIRAO CONFRONTO,1,jbillard,03/07/2024,14:45
VERTICAL LETTERING ATRACAO,5,grodriguez,03/07/2024,20:40
VERTICAL LETTERING DIA HORA,2,grodriguez,03/07/2024,20:46
VERTICAL LETTERING ATRACAO,1,grodriguez,04/07/2024,12:46
INTEGRADA PATROCINADORES FUTEBOL 2024,1,jbillard,04/07/2024,08:36
INTEGRADA PATROCINADORES FUTEBOL 2024,1,jbillard,04/07/2024,08:59
INTEGRADA PATROCINADORES FUTEBOL 2024,1,jbillard,04/07/2024,09:06
INTEGRADA PATROCINADORES FUTEBOL 2024,1,jbillard,04/07/2024,09:12
VERTICAL LETTERING ATRACAO,2,jbarao,04/07/2024,21:53
INTEGRADA PATROCINADORES FUTEBOL 2024,1,jbillard,05/07/2024,15:00
CONVERSA COM BIAL TARJA CONVIDADO,2,mnathan,07/05/2024,15:15
CONVERSA COM BIAL TARJA CONVIDADO,2,mnathan,07/05/2024,15:18
CONVERSA COM BIAL TARJA CONVIDADO,2,jbarao,05/07/2024,18:59
ALTAS HORAS RODAPE CONVIDADO,10,jbarao,05/07/2024,21:38
BRASILEIRAO CONFRONTO,1,tiamar,07/05/2024,22:20
VERTICAL LETTERING ATRACAO,2,mnathan,07/06/2024,10:04
VERTICAL LETTERING ATRACAO,1,mnathan,07/06/2024,10:05
BRASILEIRAO CONFRONTO,1,mnathan,07/08/2024,08:22
ALTAS HORAS CHROMA VOLTA JA,4,jbillard,08/07/2024,15:00
VERTICAL LETTERING ATRACAO,2,jbillard,08/07/2024,15:03
VERTICAL LETTERING DIA HORA,2,jbillard,08/07/2024,15:35
VERTICAL LETTERING ATRACAO,2,jbarao,08/07/2024,17:43
